"id"	"reviewer_id"	"reviewed_item_id"	"review_id"	"updated_time"	"creation_time"	"rating"
14474	38379	143939	0	"2016-06-14 18:22:23"	"2016-06-14 18:22:23"	2
8620	38424	234713	662073	"2016-05-21 20:40:38"	"2016-05-21 20:40:38"	5
33472	39193	206125	700298	"2016-07-22 09:24:34"	"2016-07-22 09:24:34"	5
2829	39778	118470	645062	"2016-04-23 11:10:53"	"2016-04-23 11:10:53"	4
29428	39778	166774	696337	"2016-07-17 12:34:07"	"2016-07-17 12:34:07"	2
4520	39778	203368	650579	"2016-05-02 16:50:49"	"2016-05-02 16:50:49"	5
31940	40616	119880	699007	"2016-07-20 11:55:20"	"2016-07-20 11:55:20"	5
1877	40868	118577	0	"2016-04-17 12:51:55"	"2016-04-17 12:51:55"	4
18505	40871	142579	682927	"2016-06-25 08:44:10"	"2016-06-25 08:44:10"	4
22101	42055	239055	0	"2016-07-03 10:22:36"	"2016-07-03 10:22:36"	5
31933	42596	13801	0	"2016-07-20 11:43:12"	"2016-07-20 11:43:11"	5
3400	44076	230864	0	"2016-04-26 18:41:10"	"2016-04-26 18:41:10"	5
16330	45080	8860	679527	"2016-06-19 14:48:59"	"2016-06-19 14:48:59"	3
17002	45080	22700	680705	"2016-06-20 22:43:29"	"2016-06-20 22:43:29"	4
16994	45080	23921	680690	"2016-06-20 22:17:05"	"2016-06-20 22:17:05"	3
19010	45080	27549	683724	"2016-06-26 11:00:19"	"2016-06-26 11:00:16"	3
17179	45080	69013	681028	"2016-06-21 17:32:27"	"2016-06-21 17:32:27"	3
17008	45080	72163	680713	"2016-06-20 23:04:47"	"2016-06-20 23:04:47"	4
16802	45080	80367	680536	"2016-06-20 13:22:25"	"2016-06-20 13:22:25"	3
16990	45080	132902	680673	"2016-06-20 21:57:15"	"2016-06-20 21:57:15"	1
16314	45080	164482	679503	"2016-06-19 14:19:08"	"2016-06-19 14:19:08"	3
17190	45080	188743	681045	"2016-06-21 18:03:09"	"2016-06-21 18:03:09"	3
17066	45080	220895	680820	"2016-06-21 10:23:51"	"2016-06-21 10:23:51"	5
16323	45080	222963	679518	"2016-06-19 14:35:35"	"2016-06-19 14:35:35"	4
16340	45080	238104	679557	"2016-06-19 15:11:00"	"2016-06-19 15:11:00"	4
17049	45080	238300	680797	"2016-06-21 09:04:17"	"2016-06-21 09:04:17"	3
17053	45080	238302	680809	"2016-06-21 09:28:32"	"2016-06-21 09:28:32"	5
25207	45080	240392	691642	"2016-07-09 18:44:46"	"2016-07-09 18:44:46"	5
34534	45553	242114	0	"2016-07-23 18:24:24"	"2016-07-23 18:24:24"	5
31199	46047	234964	698245	"2016-07-19 14:34:21"	"2016-07-19 14:34:21"	5
11424	46453	28089	670527	"2016-06-04 21:59:14"	"2016-06-04 21:57:46"	4
11369	46453	197992	670390	"2016-06-04 19:37:52"	"2016-06-04 19:37:52"	4
34834	47067	162745	0	"2016-07-23 23:19:06"	"2016-07-23 23:19:04"	5
12129	47396	125929	0	"2016-06-07 19:35:33"	"2016-06-07 19:35:33"	5
20616	47558	13391	686294	"2016-06-29 16:52:36"	"2016-06-29 16:52:36"	3
23791	47558	84711	690136	"2016-07-07 07:42:20"	"2016-07-07 07:42:20"	3
19696	47558	129072	684781	"2016-06-27 12:56:04"	"2016-06-27 12:56:04"	3
22104	47558	213247	687959	"2016-07-03 10:28:20"	"2016-07-03 10:28:20"	3
35562	47558	225129	702165	"2016-07-24 17:52:19"	"2016-07-24 17:52:19"	3
2252	47558	228275	642837	"2016-04-19 14:27:12"	"2016-04-19 14:27:12"	3
29300	47558	236991	696232	"2016-07-17 09:55:04"	"2016-07-17 09:55:04"	3
7074	47755	152228	689050	"2016-05-14 17:10:32"	"2016-05-14 17:10:32"	4
36174	47755	182290	702736	"2016-07-25 13:53:49"	"2016-07-25 13:53:49"	4
22948	47755	239889	689016	"2016-07-04 20:09:16"	"2016-07-04 20:09:16"	4
22953	47755	239890	0	"2016-07-04 20:18:52"	"2016-07-04 20:18:52"	4
8150	49599	72504	0	"2016-05-20 11:58:29"	"2016-05-20 11:58:29"	5
24798	49881	2712	691267	"2016-07-09 10:24:17"	"2016-07-09 08:45:05"	3
25558	49881	24651	691965	"2016-07-10 09:59:59"	"2016-07-10 09:59:59"	2
28653	49881	28541	695450	"2016-07-16 09:37:13"	"2016-07-16 09:37:13"	4
26477	49881	186602	692995	"2016-07-11 15:42:56"	"2016-07-11 15:42:56"	4
25556	49881	189444	691994	"2016-07-10 09:58:00"	"2016-07-10 09:58:00"	5
26556	49881	207677	693060	"2016-07-11 17:33:01"	"2016-07-11 17:33:01"	5
29608	49881	241264	699202	"2016-07-17 15:36:58"	"2016-07-17 15:36:58"	4
4534	49917	83909	650620	"2016-05-02 18:04:10"	"2016-05-02 18:04:07"	5
25232	51931	205881	0	"2016-07-09 19:17:50"	"2016-07-09 19:17:50"	3
5652	52411	233245	0	"2016-05-07 15:31:34"	"2016-05-07 15:31:32"	4
19626	54079	143539	684577	"2016-06-27 09:31:34"	"2016-06-27 09:31:34"	5
935	54230	109840	0	"2016-04-13 18:09:30"	"2016-04-13 18:09:30"	5
22769	54230	110168	688815	"2016-07-04 13:56:58"	"2016-07-04 13:56:58"	5
18582	55048	4022	0	"2016-06-25 12:09:05"	"2016-06-25 12:09:05"	4
30712	58071	220923	697745	"2016-07-18 21:29:17"	"2016-07-18 21:29:17"	2
23629	59992	191210	0	"2016-07-06 18:04:51"	"2016-07-06 18:04:51"	5
26713	64521	2770	0	"2016-07-11 23:56:52"	"2016-07-11 23:56:52"	5
7007	65116	129913	0	"2016-05-14 12:32:28"	"2016-05-14 12:32:28"	4
31696	67020	201952	0	"2016-07-19 22:27:13"	"2016-07-19 22:27:13"	3
10914	68633	17338	0	"2016-06-02 10:17:14"	"2016-06-02 10:17:11"	5
10913	68633	152367	674178	"2016-06-02 10:08:46"	"2016-06-02 10:08:42"	5
9721	68633	225559	674171	"2016-05-27 10:06:14"	"2016-05-27 10:06:10"	5
24728	69262	2703	0	"2016-07-09 00:24:16"	"2016-07-09 00:24:16"	4
20672	69634	220983	685966	"2016-06-29 19:25:10"	"2016-06-29 19:25:10"	4
29375	70292	578	696287	"2016-07-17 11:29:40"	"2016-07-17 11:29:38"	4
7265	72422	230799	0	"2016-05-15 13:38:57"	"2016-05-15 13:38:57"	5
27500	73194	67202	694164	"2016-07-13 18:32:00"	"2016-07-13 18:32:00"	4
7010	73612	25606	0	"2016-05-14 12:39:38"	"2016-05-14 12:39:24"	3
10951	74710	1486	0	"2016-06-02 16:39:51"	"2016-06-02 16:39:51"	5
24753	74710	3581	0	"2016-07-09 06:06:52"	"2016-07-09 06:06:52"	5
10954	74710	3612	0	"2016-06-02 16:44:22"	"2016-06-02 16:44:22"	4
10952	74710	5720	0	"2016-06-02 16:40:36"	"2016-06-02 16:40:36"	5
24757	74710	8476	0	"2016-07-09 06:21:12"	"2016-07-09 06:21:12"	5
24756	74710	10441	0	"2016-07-09 06:20:05"	"2016-07-09 06:19:59"	5
10953	74710	11361	0	"2016-06-02 16:41:41"	"2016-06-02 16:41:22"	4
24755	74710	12556	0	"2016-07-09 06:19:24"	"2016-07-09 06:19:24"	4
10956	74710	19830	0	"2016-06-02 16:47:39"	"2016-06-02 16:47:39"	4
10955	74710	27449	0	"2016-06-02 16:45:30"	"2016-06-02 16:45:20"	5
10948	74710	69884	0	"2016-06-02 16:34:46"	"2016-06-02 16:34:46"	4
10957	74710	70349	0	"2016-06-02 17:01:56"	"2016-06-02 17:01:56"	5
24758	74710	124532	0	"2016-07-09 06:24:57"	"2016-07-09 06:24:57"	5
13708	75157	142956	675176	"2016-06-12 14:37:33"	"2016-06-12 14:37:33"	1
25847	75967	240494	692257	"2016-07-10 15:55:28"	"2016-07-10 15:55:28"	5
13270	79845	3619	674479	"2016-06-11 16:13:32"	"2016-06-11 16:13:32"	4
29705	80224	148573	696672	"2016-07-17 17:52:19"	"2016-07-17 17:52:19"	4
1494	80680	230986	639882	"2016-04-15 20:32:42"	"2016-04-15 20:32:40"	2
29142	81075	1695	0	"2016-07-16 23:07:15"	"2016-07-16 23:07:15"	1
4209	81497	8100	0	"2016-05-01 12:50:40"	"2016-05-01 12:50:40"	4
23164	83676	8201	689323	"2016-07-05 12:57:40"	"2016-07-05 12:57:40"	3
21103	83676	9662	686624	"2016-07-01 00:10:45"	"2016-07-01 00:10:45"	3
15220	83676	227271	677783	"2016-06-16 22:20:50"	"2016-06-16 22:20:50"	3
4226	85065	133970	0	"2016-05-01 13:58:03"	"2016-05-01 13:57:59"	4
1253	86031	936	638998	"2016-04-14 21:29:20"	"2016-04-14 21:29:20"	1
6885	86129	168243	0	"2016-05-13 20:06:43"	"2016-05-13 20:06:43"	5
31846	86609	197606	0	"2016-07-20 08:44:46"	"2016-07-20 08:44:46"	4
20306	87208	24790	0	"2016-06-28 21:24:49"	"2016-06-28 21:24:49"	5
17729	87208	238209	0	"2016-06-23 12:33:15"	"2016-06-23 12:33:15"	5
16541	88030	238169	679951	"2016-06-19 21:45:12"	"2016-06-19 21:45:12"	5
3035	88337	207672	0	"2016-04-24 12:57:02"	"2016-04-24 12:57:02"	5
9262	88337	217109	664063	"2016-05-24 16:42:17"	"2016-05-24 16:42:17"	4
1543	88337	230525	640064	"2016-04-15 23:31:59"	"2016-04-15 23:31:59"	5
8333	89302	208686	661270	"2016-05-20 20:48:53"	"2016-05-20 20:48:53"	1
9486	89351	100485	664714	"2016-05-25 20:54:15"	"2016-05-25 20:54:15"	4
9488	89351	111732	664729	"2016-05-25 21:07:09"	"2016-05-25 21:07:09"	4
18739	89646	134551	683265	"2016-06-25 18:01:53"	"2016-06-25 18:01:10"	4
12575	90479	235686	0	"2016-06-09 14:28:39"	"2016-06-09 14:28:39"	5
30923	92229	241460	698196	"2016-07-19 10:02:34"	"2016-07-19 10:02:34"	4
37496	94212	242298	0	"2016-07-27 22:49:13"	"2016-07-27 22:49:13"	5
2126	94221	139732	0	"2016-04-18 15:31:23"	"2016-04-18 15:31:23"	5
2019	98062	142676	0	"2016-04-17 21:46:29"	"2016-04-17 21:39:02"	1
1815	99778	173785	641141	"2016-04-17 08:21:53"	"2016-04-17 08:21:53"	5
18246	100078	128303	682502	"2016-06-24 13:45:14"	"2016-06-24 13:45:14"	3
34725	101159	219146	701449	"2016-07-23 20:55:43"	"2016-07-23 20:55:43"	4
7605	101373	234217	659012	"2016-05-16 20:15:45"	"2016-05-16 20:15:45"	5
8857	102522	8896	662814	"2016-05-22 17:41:04"	"2016-05-22 17:41:01"	5
23821	103675	7678	0	"2016-07-07 09:22:50"	"2016-07-07 09:22:50"	5
11083	105842	232697	669497	"2016-06-03 08:19:07"	"2016-06-03 08:19:07"	4
31152	109162	240272	698180	"2016-07-19 13:46:16"	"2016-07-19 13:46:16"	5
21119	111070	158923	686644	"2016-07-01 02:13:01"	"2016-07-01 02:13:01"	5
37091	111150	135620	703781	"2016-07-27 11:04:34"	"2016-07-27 11:04:34"	2
28773	111720	202789	0	"2016-07-16 13:18:52"	"2016-07-16 13:18:52"	4
33486	111797	28288	700315	"2016-07-22 10:12:54"	"2016-07-22 10:12:54"	5
34261	111797	192737	701076	"2016-07-23 12:27:59"	"2016-07-23 12:27:59"	5
33481	111797	212808	700307	"2016-07-22 09:54:15"	"2016-07-22 09:54:15"	5
34260	111797	216163	0	"2016-07-23 12:27:52"	"2016-07-23 12:27:52"	5
34293	111797	222579	701086	"2016-07-23 13:10:31"	"2016-07-23 13:10:31"	5
33484	111797	237052	700312	"2016-07-22 10:04:02"	"2016-07-22 10:04:02"	5
4878	112582	13576	0	"2016-05-04 17:18:00"	"2016-05-04 17:17:58"	4
6650	112956	132650	0	"2016-05-12 13:14:19"	"2016-05-12 13:14:19"	5
2549	115398	22267	643887	"2016-04-21 12:48:35"	"2016-04-21 12:48:30"	4
12162	116164	228101	0	"2016-06-07 22:21:07"	"2016-06-07 22:21:07"	5
12949	116323	186764	678199	"2016-06-10 18:54:01"	"2016-06-10 18:54:01"	5
24604	117605	136750	0	"2016-07-08 20:24:54"	"2016-07-08 20:24:54"	4
7071	118414	154867	657461	"2016-05-14 16:59:06"	"2016-05-14 16:59:06"	1
263	120144	191672	632201	"2016-04-04 16:35:38"	"2016-04-04 16:35:38"	1
22420	120208	15897	688334	"2016-07-03 18:48:13"	"2016-07-03 18:48:13"	4
28563	120208	63779	0	"2016-07-15 22:19:40"	"2016-07-15 22:19:40"	5
28559	120208	231488	695331	"2016-07-15 22:11:23"	"2016-07-15 22:11:23"	5
31799	121330	1694	0	"2016-07-20 02:11:15"	"2016-07-20 02:11:15"	3
31800	121330	7422	0	"2016-07-20 02:11:18"	"2016-07-20 02:11:18"	5
31801	121330	17549	0	"2016-07-20 02:11:36"	"2016-07-20 02:11:36"	5
31798	121330	17759	0	"2016-07-20 02:11:10"	"2016-07-20 02:11:10"	5
7497	122423	234156	658752	"2016-05-16 12:32:10"	"2016-05-16 12:32:10"	5
31219	123025	2553	698262	"2016-07-19 14:44:42"	"2016-07-19 14:44:42"	4
31216	123025	3534	698250	"2016-07-19 14:42:13"	"2016-07-19 14:42:13"	2
31209	123025	127805	698247	"2016-07-19 14:37:45"	"2016-07-19 14:37:45"	3
31177	123025	228403	698212	"2016-07-19 14:11:46"	"2016-07-19 14:11:46"	3
31186	123025	241564	698222	"2016-07-19 14:19:08"	"2016-07-19 14:19:08"	3
31156	123588	7097	698209	"2016-07-19 13:47:09"	"2016-07-19 13:47:09"	4
3060	123588	218806	646022	"2016-04-24 14:10:52"	"2016-04-24 14:10:52"	4
16267	126025	2553	679441	"2016-06-19 13:22:01"	"2016-06-19 13:22:01"	3
19093	126025	10875	683818	"2016-06-26 12:55:42"	"2016-06-26 12:55:42"	4
3123	126025	20029	0	"2016-04-24 19:17:57"	"2016-04-24 19:17:57"	3
14664	126025	83142	0	"2016-06-15 12:34:39"	"2016-06-15 12:34:39"	4
13445	126025	235737	683873	"2016-06-11 22:42:32"	"2016-06-11 22:42:32"	3
36366	126025	242361	0	"2016-07-25 19:58:51"	"2016-07-25 19:58:51"	3
1070	127759	229993	638304	"2016-04-14 11:32:17"	"2016-04-14 11:03:26"	5
2319	129628	26143	0	"2016-04-19 20:53:46"	"2016-04-19 20:53:45"	5
22467	129742	133540	0	"2016-07-03 20:04:49"	"2016-07-03 20:04:49"	3
22137	129819	8598	696884	"2016-07-03 11:29:25"	"2016-07-03 11:29:25"	5
31244	129819	118897	698283	"2016-07-19 15:05:38"	"2016-07-19 15:05:38"	3
29896	129819	142267	696880	"2016-07-17 21:22:55"	"2016-07-17 21:22:55"	3
22133	129819	183081	687993	"2016-07-03 11:23:31"	"2016-07-03 11:23:31"	5
29891	129819	190507	696874	"2016-07-17 21:15:13"	"2016-07-17 21:15:13"	4
31229	129819	200011	698272	"2016-07-19 14:54:34"	"2016-07-19 14:54:34"	5
15307	132590	10006	677960	"2016-06-17 09:59:38"	"2016-06-17 09:52:57"	5
15303	132590	214789	677943	"2016-06-17 09:42:47"	"2016-06-17 09:42:47"	3
14575	137847	207270	676805	"2016-06-14 16:41:07"	"2016-06-14 16:41:07"	4
23789	137944	20453	690134	"2016-07-07 07:17:19"	"2016-07-07 07:17:19"	5
23790	137944	23204	690135	"2016-07-07 07:27:35"	"2016-07-07 07:27:35"	5
34086	137944	120321	703550	"2016-07-23 06:09:25"	"2016-07-23 06:09:25"	5
23792	137944	237375	690137	"2016-07-07 07:47:28"	"2016-07-07 07:47:28"	5
34085	137944	242005	700844	"2016-07-23 05:46:36"	"2016-07-23 05:46:36"	5
10849	138503	153050	668784	"2016-06-01 19:53:47"	"2016-06-01 19:53:47"	1
3277	138503	182286	0	"2016-04-25 19:55:22"	"2016-04-25 19:55:22"	4
30887	139085	9379	697921	"2016-07-19 08:12:49"	"2016-07-19 08:12:49"	5
30889	139085	131724	697924	"2016-07-19 08:20:36"	"2016-07-19 08:20:36"	5
28677	139085	132022	695464	"2016-07-16 10:32:47"	"2016-07-16 10:32:47"	5
28672	139085	144054	695461	"2016-07-16 10:24:38"	"2016-07-16 10:24:38"	5
28669	139085	180635	695458	"2016-07-16 10:18:08"	"2016-07-16 10:18:08"	5
30893	139085	182530	697931	"2016-07-19 08:31:29"	"2016-07-19 08:31:29"	5
30883	139085	210072	697915	"2016-07-19 08:04:38"	"2016-07-19 08:04:38"	5
24623	142518	145349	0	"2016-07-08 21:06:03"	"2016-07-08 21:05:41"	4
23855	142607	10936	0	"2016-07-07 11:19:42"	"2016-07-07 11:19:34"	4
27040	143368	215125	0	"2016-07-12 18:19:51"	"2016-07-12 18:19:50"	3
21698	144019	182073	687445	"2016-07-02 14:24:06"	"2016-07-02 14:24:06"	4
18921	144279	154385	0	"2016-06-26 01:19:15"	"2016-06-26 01:19:15"	5
15587	144345	237912	0	"2016-06-17 23:20:44"	"2016-06-17 23:20:34"	2
19709	146617	239042	684683	"2016-06-27 13:28:06"	"2016-06-27 13:28:06"	4
13996	147531	14890	676368	"2016-06-13 09:07:25"	"2016-06-13 09:07:25"	5
2615	147767	206209	0	"2016-04-21 19:15:01"	"2016-04-21 19:06:58"	4
6867	148891	213003	0	"2016-05-13 19:12:01"	"2016-05-13 19:12:01"	2
35589	149230	6583	702196	"2016-07-24 18:21:35"	"2016-07-24 18:21:35"	4
35598	149230	15176	702202	"2016-07-24 18:27:34"	"2016-07-24 18:27:34"	3
35584	149230	19293	702192	"2016-07-24 18:15:47"	"2016-07-24 18:15:47"	3
26048	149230	29597	692487	"2016-07-10 20:18:49"	"2016-07-10 20:18:49"	5
25928	149230	147327	697736	"2016-07-18 21:29:59"	"2016-07-10 18:04:11"	4
35141	149230	149176	701842	"2016-07-24 12:09:51"	"2016-07-24 12:09:51"	4
30720	149230	185956	697750	"2016-07-18 21:42:56"	"2016-07-18 21:42:56"	4
35174	149230	228444	702183	"2016-07-24 12:15:35"	"2016-07-24 12:15:35"	5
25918	149230	231448	692333	"2016-07-10 17:44:44"	"2016-07-10 17:44:44"	3
25941	149230	232247	692364	"2016-07-10 18:20:39"	"2016-07-10 18:20:39"	3
24945	149375	206912	0	"2016-07-09 13:16:14"	"2016-07-09 13:16:14"	4
10701	149542	21858	668334	"2016-05-31 21:06:55"	"2016-05-31 21:06:55"	1
23973	154444	240116	0	"2016-07-07 16:46:18"	"2016-07-07 16:11:45"	5
8812	154523	165525	662615	"2016-05-22 14:40:15"	"2016-05-22 14:40:15"	3
5590	155959	13872	0	"2016-05-11 06:07:28"	"2016-05-07 11:51:38"	4
6576	156926	21385	0	"2016-05-11 18:19:12"	"2016-05-11 18:19:12"	1
6566	156926	123411	0	"2016-05-11 17:20:40"	"2016-05-11 17:20:40"	5
9833	157720	235391	665881	"2016-05-27 22:36:40"	"2016-05-27 22:36:40"	4
23766	157737	231269	0	"2016-07-07 02:09:41"	"2016-07-07 02:09:41"	4
23767	157737	232207	0	"2016-07-07 02:09:58"	"2016-07-07 02:09:58"	4
6403	158492	8344	655592	"2016-05-10 15:21:03"	"2016-05-10 15:21:03"	4
6306	158492	127935	655467	"2016-05-10 09:41:41"	"2016-05-10 09:41:41"	4
6205	158492	155396	655183	"2016-05-09 18:51:08"	"2016-05-09 18:49:00"	4
2623	158492	225521	644249	"2016-04-21 19:26:58"	"2016-04-21 19:26:58"	4
19429	160677	238707	684259	"2016-06-26 20:35:03"	"2016-06-26 20:35:03"	5
